order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY00110,2018-04-16,11:22:49,Breakfast,TP,"[('Cereal', 10), ('Eggs', 6), ('Pancake', 3)]",414.75,37.8097814,144.9712373,0,9.013,11.912424
ORDX03934,2018-27-12,20:00:00,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 9), ('Salmon', 10), ('Shrimp', 10)]",1292.5,-37.8129001,144.9392577,0,9.792,16.8378229
ORDI10935,2018-03-08,10:11:49,Breakfast,tp,"[('Eggs', 2), ('Coffee', 8), ('Cereal', 5), ('Pancake', 5)]",330.25,-37.813465,144.9600851,0,8.109,13.1686187
ORDC03687,2018-04-02,11:02:32,Breakfast,NS,"[('Eggs', 1), ('Coffee', 6), ('Cereal', 3), ('Pancake', 2)]",178.5,-37.806973,145.0055785,0,9.662,14.7764459
ORDZ04032,2018-11-18,18:38:52,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 1)]",240.0,-37.8140479,144.9359943,0,10.116,18.5048697
ORDA01288,2018-15-06,13:24:30,Lunch,BK,"[('Steak', 8), ('Burger', 3), ('Fries', 8)]",549.0,-37.8031422,144.9423665,0,9.439,15.4459906
ORDB07180,2018-04-09,11:12:40,Breakfast,TP,"[('Eggs', 3), ('Coffee', 2), ('Cereal', 3)]",144.0,-37.8157682,144.9801777,1,8.919,11.3478667
ORDX08848,2018-11-17,18:38:52,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 6), ('Chicken', 1)]",291.5,-37.8019749,144.9661071,0,7.679,17.4312459
ORDB02850,2018-22-05,12:33:48,Lunch,TP,"[('Fries', 4), ('Chicken', 8)]",304.0,-37.8069983,144.944716,0,10.106,13.3274718
ORDB05250,2018-03-01,09:51:32,Breakfast,TP,"[('Pancake', 5), ('Cereal', 6), ('Coffee', 8), ('Eggs', 5)]",417.25,-37.8021759,145.0079513,0,12.445,14.5031652
ORDA08993,2018-03-31,10:52:23,Breakfast,BK,"[('Pancake', 9), ('Coffee', 10), ('Eggs', 6)]",650.0,-37.79916,144.9898764,0,6.19,13.4206329
ORDK02579,2018-12-31,20:00:00,Dinner,tp,"[('Pasta', 6), ('Fish&Chips', 6)]",375.0,-37.8050284,145.0055252,0,5.274,11.8852715
ORDB10616,2018-04-16,11:22:49,Breakfast,TP,"[('Pancake', 2), ('Coffee', 5), ('Cereal', 5)]",191.0,37.8104709,144.9689016,0,8.796,11.103791
ORDJ04097,2018-10-26,17:48:10,Dinner,TP,"[('Salmon', 6), ('Shrimp', 10), ('Fish&Chips', 9), ('Pasta', 7)]",1293.5,-37.8188135,144.9641165,0,7.039,11.7793774
ORDX03291,2018-11-11,18:18:35,Dinner,BK,"[('Salmon', 7), ('Pasta', 2), ('Shrimp', 7)]",720.0,-37.8043171,144.9613556,0,7.747,17.4108564
ORDB03111,2018-10-19,17:38:01,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 5)]",367.5,-37.8188827,144.9654991,0,7.71,11.9992613
ORDZ06920,2018-07-07,14:05:04,Lunch,NS,"[('Steak', 7), ('Burger', 9), ('Chicken', 3), ('Fries', 6), ('Salad', 4)]",830.8,-37.819498,144.960084,0,8.942,16.0674859
ORDI04198,2018-02-03,09:00:50,Breakfast,NS,"[('Coffee', 10), ('Eggs', 4), ('Cereal', 1)]",184.0,37.8215159,144.9611783,0,9.102,16.2130451
ORDZ08615,2018-11-07,18:18:35,Lunch,NS,"[('Shrimp', 5), ('Pasta', 5)]",407.5,-37.8132849,144.9628752,0,7.962,13.9740776
ORDK00832,2018-02-22,09:41:24,Breakfast,BK,"[('Cereal', 1), ('Eggs', 5), ('Pancake', 8)]",325.0,-37.8086785,144.9578587,0,10.734,13.5003702
ORDK03737,2018-04-03,11:02:32,Breakfast,BK,"[('Coffee', 9), ('Eggs', 6)]",199.5,-37.805352,144.9736526,1,6.763,11.8072628
ORDB08221,2018-11-11,18:28:43,Dinner,TP,"[('Fish&Chips', 9), ('Shrimp', 1), ('Pasta', 6)]",534.0,-37.8028836,144.966495,1,9.538,15.0514731
ORDI08211,2018-26-08,15:46:28,Lunch,NS,"[('Chicken', 6), ('Burger', 3), ('Fries', 8), ('Salad', 2), ('Steak', 4)]",595.4,-37.807684,144.9400828,0,10.164,17.5308866
ORDB09989,2018-10-07,17:17:44,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 2), ('Pasta', 10)]",427.0,37.8257249,144.9602395,0,7.932,14.2289352
ORDJ09370,2018-28-03,10:52:23,Breakfast,TP,"[('Coffee', 1), ('Cereal', 3), ('Pancake', 5)]",191.75,-37.8128617,144.964225,0,8.238,11.1749617
ORDY06282,2018-06-15,13:24:30,Lunch,tp,"[('Salad', 4), ('Steak', 8), ('Chicken', 10), ('Burger', 8), ('Fries', 4)]",1044.8,-37.8134953,144.9656479,0,8.207,11.2300947
ORDB07912,2018-06-22,13:34:38,Lunch,TP,"[('Coffee', 5), ('Fries', 9), ('Burger', 5)]",488.0,-37.8173094,144.9613234,0,7.935,11.0474209
ORDC10365,2018-10-04,17:07:36,Dinner,NS,"[('Pasta', 4), ('Salmon', 10), ('Fish&Chips', 7), ('Shrimp', 7)]",1143.0,-37.8200745,145.0150325,0,11.508,17.7278986
ORDK00188,2018-06-08,13:14:21,Lunch,BK,"[('Salad', 10), ('Burger', 4), ('Steak', 1)]",341.0,-37.8049132,144.9523755,0,8.454,14.4699521
ORDI08938,2018-06-27,13:54:55,Lunch,NS,"[('Burger', 8), ('Chicken', 6)]",440.0,-37.8249615,144.9848664,0,9.512,14.8468877
ORDB00017,2018-10-09,17:17:44,Dinner,TP,"[('Salmon', 5), ('Pasta', 6), ('Fish&Chips', 3), ('Shrimp', 5)]",745.0,37.8067673,144.9733776,0,9.374,13.6101403
ORDY04089,2018-03-12,10:11:49,Breakfast,TP,"[('Pancake', 10), ('Cereal', 2), ('Coffee', 4), ('Eggs', 6)]",446.5,-37.8119402,145.0000822,0,10.934,13.1665417
ORDA02143,2018-09-27,16:57:27,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 5), ('Pasta', 1), ('Shrimp', 1)]",356.5,-37.8016383,144.9690525,0,7.608,14.3059819
ORDA09905,2018-08-02,15:05:54,Lunch,BK,"[('Burger', 2), ('Salad', 3)]",113.6,-37.8152966,144.9852804,0,5.914,11.5751773
ORDJ02301,2018-09-06,16:06:45,Dinner,TP,"[('Salmon', 6), ('Pasta', 2)]",301.0,-37.8104498,144.9432571,0,11.087,14.345545
ORDY03102,2018-03-20,10:32:06,Breakfast,TP,"[('Coffee', 3), ('Cereal', 5), ('Eggs', 2), ('Pancake', 9)]",207.5,-37.8105507,144.9559633,0,8.79,12.0656699
ORDB04759,2018-02-04,09:00:50,Breakfast,TP,"[('Eggs', 6), ('Coffee', 5)]",652.0,-37.8225707,144.9609255,0,7.588,11.993453
ORDK09506,2018-28-01,08:50:42,Breakfast,BK,"[('Eggs', 5), ('Cereal', 7), ('Pancake', 8), ('Coffee', 9)]",518.5,-37.8059019,144.9744603,0,6.669,13.9138054
ORDZ02574,2018-08-06,15:05:54,Lunch,NS,"[('Chicken', 1), ('Salad', 6), ('Fries', 1), ('Burger', 9), ('Steak', 2)]",516.2,-37.8150991,144.9692554,1,7.901,13.1556348
ORDK09370,2018-27-02,09:51:32,Breakfast,BK,"[('Eggs', 8), ('Cereal', 9), ('Coffee', 5)]",402.5,-37.8094771,144.972299,0,6.718,11.4951635
ORDI03995,2018-11-16,18:28:43,Dinner,NS,"[('Salmon', 9), ('Pasta', 5), ('Shrimp', 2)]",614.5,-37.814892,145.0076791,0,9.512,16.3912508
ORDB00141,2018-08-30,15:56:37,Lunch,TP,"[('Salad', 4), ('Chicken', 2)]",132.8,-37.8152616,144.9659281,0,9.841,11.6185321
ORDA07022,2018-04-26,11:43:05,Breakfast,BK,"[('Eggs', 6), ('Pancake', 2)]",180.5,-37.8185513,144.9657084,0,7.715,12.5951194
ORDZ10522,2018-24-03,10:42:15,Breakfast,NS,"[('Pancake', 6), ('Coffee', 1)]",153.0,-37.8187839,144.9821418,0,8.874,15.7809418
ORDX07179,2018-09-30,16:57:27,Dinner,bk,"[('Pasta', 1), ('Salmon', 6), ('Shrimp', 5), ('Fish&Chips', 3)]",648.5,-37.8148791,144.9418491,0,9.536,18.4667159
ORDJ01073,2018-09-26,16:47:19,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 1)]",132.5,37.8174886,144.9676326,0,7.747,11.9563376
ORDX07362,2018-09-04,16:06:45,Dinner,BK,"[('Pasta', 4), ('Fries', 8)]",542.0,-37.8241227,144.9588148,0,8.643,16.0430008
ORDJ00334,2018-11-23,18:49:00,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 4), ('Pasta', 9), ('Shrimp', 2)]",659.5,37.8170755,144.9832608,0,9.173,13.1564471
ORDY10073,2018-11-13,18:28:43,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 4), ('Salmon', 7), ('Pasta', 2)]",590.0,-37.8062948,144.9442734,0,10.112,14.7444087
ORDJ10259,2018-11-22,18:49:00,Breakfast,TP,"[('Shrimp', 10), ('Pasta', 1), ('Fish&Chips', 5)]",742.5,-37.8112718,144.9731604,0,8.865,12.8225679
ORDK07258,2018-10-28,17:58:18,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 4), ('Salmon', 7), ('Shrimp', 3)]",909.0,-37.8089487,144.9485829,0,8.979,18.5461478
ORDZ10592,2018-04-25,11:43:05,Breakfast,NS,"[('Pancake', 3), ('Cereal', 4), ('Coffee', 6), ('Eggs', 3)]",267.75,-37.8059271,144.9788781,0,7.269,11.9761318
ORDA03092,2018-05-04,12:03:22,Lunch,BK,"[('Fries', 10), ('Salad', 5), ('Chicken', 1), ('Steak', 9)]",643.0,-37.8110334,144.9635955,0,7.682,13.384968
ORDJ02706,2018-10-02,17:07:36,Dinner,TP,"[('Shrimp', 10), ('Pasta', 1)]",567.5,-37.8029251,144.9632079,0,9.547,13.7269316
ORDC01789,2018-12-29,20:00:00,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 5)]",487.5,-37.8156718,144.9380013,0,7.424,17.770616
ORDK10251,2018-02-17,09:31:16,Breakfast,bk,"[('Eggs', 9), ('Cereal', 1), ('Pancake', 8), ('Coffee', 1)]",420.5,-37.8043289,144.9501428,0,8.9,15.9761888
ORDI02722,2018-02-02,09:00:50,Breakfast,NS,"[('Coffee', 10), ('Cereal', 7)]",222.0,-37.8199156,145.0127425,0,8.023,16.7863822
ORDA01808,2018-10-02,17:07:36,Dinner,ns,"[('Salmon', 7), ('Fish&Chips', 10), ('Pasta', 2)]",692.0,-37.8123696,144.9736957,0,6.793,13.365173
ORDY07747,2018-11-07,18:18:35,Dinner,TP,"[('Pasta', 6), ('Shrimp', 5), ('Fish&Chips', 5), ('Salmon', 8)]",938.0,-37.8091726,144.9608157,0,8.631,12.8703894
ORDK07409,2018-04-19,11:32:57,Breakfast,BK,"[('Eggs', 2), ('Pancake', 9), ('Coffee', 6)]",307.25,-37.8149463,144.9576909,0,8.27,13.4318928
ORDJ02962,2018-03-04,10:01:41,Breakfast,ns,"[('Eggs', 1), ('Pancake', 3), ('Cereal', 4)]",178.75,-37.81931,145.0016982,0,10.795,14.898268
ORDC06087,2018-11-13,18:28:43,Dinner,NS,"[('Pasta', 6), ('Shrimp', 5)]",567.5,-37.8118428,144.9598749,0,7.916,13.7805641
ORDA00583,2018-11-03,18:08:27,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 8)]",390.0,-37.8115349,144.9520968,0,11.408,18.2602897
ORDZ07770,2018-07-02,13:54:55,Lunch,NS,"[('Burger', 2), ('Salad', 8)]",199.6,-37.8085051,144.9548196,0,8.9,13.8457279
ORDY09921,2018-07-06,14:05:04,Lunch,TP,"[('Salad', 8), ('Burger', 6), ('Chicken', 10), ('Steak', 9)]",1048.6,-37.8052662,144.936819,0,10.695,13.7357367
ORDZ00890,2018-05-03,12:03:22,Lunch,NS,"[('Salad', 2), ('Steak', 10), ('Chicken', 3)]",580.4,-37.8107991,144.9636933,0,7.758,13.1324933
ORDK00624,2018-08-27,15:56:37,Lunch,BK,"[('Chicken', 1), ('Burger', 9), ('Salad', 4), ('Steak', 5), ('Fries', 5)]",664.8,-37.8190591,144.9542399,0,8.683,14.0595929
ORDC07581,2018-02-23,09:41:24,Dinner,NS,"[('Eggs', 4), ('Cereal', 3)]",151.0,-37.806496,144.9325212,0,10.164,15.2576246
ORDJ01753,2018-11-18,18:38:52,Dinner,TP,"[('Pasta', 10), ('Fries', 5)]",480.0,-37.8190219,145.0083311,0,11.367,17.106509
ORDK06957,2018-09-02,16:06:45,Dinner,ns,"[('Fish&Chips', 5), ('Pasta', 8), ('Salmon', 8)]",723.0,-37.8115487,144.9361249,0,10.088,20.0921818
ORDC03802,2018-12-15,19:29:34,Dinner,NS,"[('Shrimp', 10), ('Salmon', 4), ('Pasta', 6)]",869.0,-37.8244364,144.9435555,0,10.584,18.3618788
ORDA03098,2018-10-03,17:07:36,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 1), ('Salmon', 2)]",397.5,-37.8022591,144.9633489,0,7.836,14.4858804
ORDI02913,2018-04-19,11:32:57,Breakfast,NS,"[('Eggs', 5), ('Pancake', 5), ('Coffee', 7)]",283.75,-37.8134608,144.9739593,1,7.678,12.9219461
ORDX07875,2018-01-29,08:50:42,Breakfast,BK,"[('Cereal', 7), ('Pancake', 2), ('Coffee', 3)]",205.25,-37.8073598,144.9673572,0,7.039,11.9899677
ORDA06309,2018-23-10,17:48:10,Dinner,BK,"[('Salmon', 10), ('Shrimp', 4)]",626.0,-37.8197221,144.97038,0,7.846,14.5274303
ORDK10089,2018-10-09,17:17:44,Dinner,BK,"[('Shrimp', 4), ('Pasta', 6), ('Salmon', 6)]",569.5,-37.811959,144.951797,0,8.587,16.3060927
ORDA00918,2018-08-15,15:26:11,Lunch,BK,"[('Salad', 3), ('Steak', 2), ('Chicken', 6), ('Fries', 9), ('Burger', 8)]",689.6,-37.8092956,144.9863171,0,5.354,11.3903113
ORDZ05575,2018-08-05,15:05:54,Lunch,NS,"[('Chicken', 1), ('Burger', 6), ('Fries', 2)]",242.0,-37.8097355,144.9432826,0,9.791,17.2494568
ORDB05833,2018-09-11,16:16:54,Dinner,TP,"[('Pasta', 2), ('Fish&Chips', 6), ('Salmon', 10)]",675.0,-37.8094864,144.963764,0,8.666,13.1181718
ORDY06441,2018-01-28,08:50:42,Breakfast,TP,"[('Coffee', 6), ('Eggs', 10)]",265.0,-37.8098999,144.9358427,0,10.562,14.3709544
ORDX01153,2018-02-06,09:10:59,Breakfast,BK,"[('Coffee', 6), ('Pancake', 7)]",214.75,-37.8222606,144.9388877,0,10.376,15.4472682
