order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI09385,2018-01-13,08:20:16,Breakfast,NS,"[('Coffee', 5), ('Pancake', 7)]",207.25,-37.8164931,144.9860201,1,8.857,8.3405976
ORDB03155,2018-11-02,18:08:27,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 10)]",520.0,-37.8022149,144.9802886,0,10.337,14.3406988
ORDJ09895,2018-07-12,14:15:12,Lunch,TP,"[('Chicken', 5), ('Steak', 2)]",250.0,-37.8080089,144.9460714,0,9.914,13.0961624
ORDJ03505,2018-02-06,09:10:59,Breakfast,TP,"[('Cereal', 5), ('Eggs', 5), ('Pancake', 7)]",384.75,-37.8062531,144.9557032,0,9.298,11.203523
ORDZ03603,2018-04-05,11:02:32,Breakfast,NS,"[('Pancake', 10), ('Cereal', 3)]",305.5,-37.8175294,144.9523635,0,9.09,14.2571594
ORDA09843,2018-02-11,09:21:07,Breakfast,BK,"[('Pancake', 2), ('Cereal', 6)]",174.5,-37.810201,144.9695499,0,6.974,13.9932855
ORDC10825,2018-03-01,09:51:32,Breakfast,NS,"[('Pancake', 9), ('Cereal', 1), ('Eggs', 6), ('Coffee', 6)]",416.25,-37.8052664,144.9551719,0,7.974,13.3257281
ORDZ05211,2018-08-07,15:16:03,Lunch,NS,"[('Burger', 1), ('Fries', 5), ('Salad', 7), ('Steak', 10), ('Chicken', 2)]",725.4,-37.8095974,144.9535538,0,8.374,14.4083978
ORDX04264,2018-08-08,15:16:03,Lunch,BK,"[('Burger', 9), ('Steak', 1), ('Fries', 2), ('Salad', 5)]",434.0,-37.80971,144.9728337,0,6.686,12.2449743
ORDZ10375,2018-09-05,16:06:45,Dinner,NS,"[('Pasta', 9), ('Salmon', 2), ('Fish&Chips', 4), ('Shrimp', 9)]",955.5,-37.8000975,144.9538613,0,7.646,13.7437826
ORDX02394,2018-01-17,08:30:25,Breakfast,BK,"[('Coffee', 3), ('Cereal', 10)]",232.5,-37.8063272,144.9560899,1,8.084,6.3539194
ORDK04946,2018-11-06,18:08:27,Dinner,BK,"[('Salmon', 3), ('Shrimp', 10), ('Pasta', 5), ('Fish&Chips', 5)]",975.5,-37.8152411,144.9637677,0,7.752,14.4403839
ORDX10696,2018-06-19,13:34:38,Lunch,BK,"[('Chicken', 6), ('Steak', 6), ('Fries', 6), ('Salad', 10)]",706.0,-37.8216207,145.003319,0,4.834,10.8944375
ORDX09848,2018-06-06,13:04:13,Lunch,BK,"[('Salad', 9), ('Steak', 1)]",199.8,-37.8046788,144.961338,0,9.626,15.6832591
ORDJ10915,2018-05-05,12:03:22,Lunch,TP,"[('Steak', 2), ('Chicken', 9), ('Fries', 5), ('Burger', 7)]",655.0,-37.8124079,145.0096948,0,11.923,25.26961395
ORDJ02488,2018-07-28,14:55:46,Lunch,TP,"[('Fries', 10), ('Burger', 2), ('Steak', 5), ('Chicken', 3)]",503.0,-37.8119746,144.9594259,0,8.576,13.4392545
ORDB06346,2018-10-20,17:38:01,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 3), ('Salmon', 1), ('Pasta', 3)]",714.5,-37.8081652,144.9729806,0,9.222,14.6681976
ORDX03345,2018-02-19,09:31:16,Breakfast,BK,"[('Pancake', 7), ('Eggs', 10), ('Coffee', 10), ('Cereal', 7)]",611.75,-37.8151724,144.9495867,0,9.439,14.4041169
ORDZ08395,2018-12-04,19:09:17,Dinner,NS,"[('Pasta', 6), ('Salmon', 3)]",288.0,-37.8103641,144.9802698,0,7.898,14.1107114
ORDJ07463,2018-10-03,17:07:36,Dinner,TP,"[('Salmon', 1), ('Fish&Chips', 6), ('Shrimp', 9)]",737.0,-37.8243728,144.9525106,0,8.304,12.3615271
ORDI07538,2018-10-12,17:27:53,Dinner,NS,"[('Shrimp', 1), ('Salmon', 7), ('Fish&Chips', 2), ('Pasta', 7)]",603.5,-37.8199801,144.9968503,0,10.038,16.3120612
ORDK06751,2018-10-27,17:58:18,Dinner,BK,"[('Shrimp', 2), ('Pasta', 10)]",383.0,-37.8075895,144.9702615,0,6.776,15.8407349
ORDX06712,2018-06-13,13:24:30,Lunch,BK,"[('Salad', 6), ('Burger', 4), ('Chicken', 4), ('Steak', 10), ('Fries', 3)]",841.2,-37.7998964,144.9289558,0,10.773,16.9325336
ORDY05199,2018-09-07,16:16:54,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 9), ('Salmon', 8)]",1129.0,-37.8207429,144.9766098,0,8.547,12.5606851
ORDC01482,2018-06-20,13:34:38,Lunch,NS,"[('Fries', 10), ('Chicken', 4)]",248.0,-37.8002472,144.9293855,0,10.911,15.9660579
ORDB06467,2018-11-24,18:49:00,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 7), ('Salmon', 3)]",588.0,-37.8048559,144.9587708,0,9.149,15.3010735
ORDZ07546,2018-12-17,19:39:43,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 4), ('Shrimp', 3), ('Pasta', 4)]",716.0,-37.8215822,144.9360209,0,10.523,16.9161131
ORDX03389,2018-04-25,11:43:05,Breakfast,BK,"[('Pancake', 5), ('Coffee', 8), ('Cereal', 7), ('Eggs', 3)]",394.25,-37.8064367,144.9520099,0,8.501,13.7537759
ORDK03119,2018-08-03,15:05:54,Lunch,BK,"[('Burger', 5), ('Steak', 1), ('Fries', 5), ('Salad', 2), ('Chicken', 6)]",486.4,-37.8121744,144.9739415,0,6.773,12.2943707
ORDY04244,2018-01-24,08:40:33,Breakfast,TP,"[('Coffee', 3), ('Cereal', 8), ('Eggs', 3), ('Pancake', 5)]",377.75,-37.8100555,144.9809537,0,9.393,12.3848144
ORDX04545,2018-11-05,18:08:27,Dinner,BK,"[('Shrimp', 3), ('Salmon', 8)]",490.0,-37.8160295,144.9636726,0,7.888,15.1977295
ORDX05578,2018-10-27,17:58:18,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 4), ('Salmon', 3)]",290.5,-37.8040734,144.9677909,0,7.286,25.468677299999996
ORDA00544,2018-06-19,13:34:38,Lunch,BK,"[('Steak', 9), ('Fries', 8)]",501.0,-37.8180833,144.9614655,0,7.995,14.2609207
ORDI01104,2018-10-17,17:38:01,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 1)]",356.0,-37.8247325,145.005764,0,11.167,17.1126851
ORDZ11064,2018-04-05,11:02:32,Breakfast,NS,"[('Cereal', 9), ('Eggs', 5)]",299.0,-37.8182158,144.9651513,0,8.509,13.3740494
ORDK01037,2018-05-06,12:03:22,Lunch,BK,"[('Salad', 8), ('Fries', 7), ('Steak', 7), ('Burger', 5), ('Chicken', 10)]",1011.6,-37.8006918,144.9839964,0,6.415,15.0598208
ORDY01912,2018-02-20,09:31:16,Breakfast,TP,"[('Pancake', 10), ('Cereal', 6)]",368.5,-37.802901,144.9550213,0,9.601,12.0767695
ORDB06862,2018-11-29,18:59:09,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 2)]",610.0,-37.813268,144.9702721,0,8.481,18.9840498
ORDK05889,2018-09-25,16:47:19,Dinner,BK,"[('Pasta', 8), ('Shrimp', 3)]",382.0,-37.822614,145.0000425,0,5.223,11.9860813
ORDX03271,2018-05-27,12:43:56,Lunch,BK,"[('Steak', 4), ('Fries', 8), ('Salad', 10), ('Chicken', 10)]",768.0,-37.811477,144.9730538,0,6.816,15.5607962
ORDJ01661,2018-09-01,15:56:37,Lunch,TP,"[('Steak', 5), ('Salad', 7), ('Chicken', 6), ('Burger', 2)]",599.4,-37.8168728,144.9543047,0,8.504,13.04772
ORDA08376,2018-01-25,08:40:33,Breakfast,BK,"[('Pancake', 6), ('Cereal', 8), ('Eggs', 5)]",423.5,-37.809257,144.9607912,0,7.744,12.4791015
ORDY05792,2018-07-07,14:15:12,Lunch,TP,"[('Salad', 3), ('Steak', 4), ('Fries', 5), ('Chicken', 2)]",355.6,-37.8187309,144.961279,0,7.734,13.2691305
ORDZ09593,2018-12-04,19:09:17,Dinner,NS,"[('Salmon', 2), ('Pasta', 4)]",192.0,-37.8054411,144.9333019,0,10.224,15.9407314
ORDX06101,2018-07-27,14:45:38,Lunch,BK,"[('Chicken', 5), ('Salad', 6), ('Burger', 4), ('Steak', 5), ('Fries', 8)]",708.2,-37.7995965,144.9695882,0,7.645,13.1393294
ORDJ08506,2018-03-03,10:01:41,Breakfast,TP,"[('Coffee', 6), ('Eggs', 9), ('Pancake', 6), ('Cereal', 5)]",493.5,-37.8096649,144.9727582,0,9.052,13.2877189
