order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK07779,2018-02-07,09:10:59,Breakfast,BK,"[('Eggs', 9), ('Pancake', 3)]",270.75,-37.8050396,144.9267227,0,9.693,16.2894094
ORDY10006,2018-06-05,13:04:13,Lunch,TP,"[('Chicken', 7), ('Burger', 3), ('Steak', 8), ('Salad', 7), ('Fries', 4)]",787.5,-37.8113128,144.9299071,0,11.874,15.2385988
ORDZ03084,2018-15-02,09:31:16,Breakfast,NS,"[('Coffee', 7), ('Cereal', 3)]",115.5,-37.8026079,144.9877127,0,7.835,13.3609735
ORDZ02818,2018-08-28,15:56:37,Breakfast,NS,"[('Chicken', 1), ('Fries', 1), ('Steak', 6), ('Burger', 1), ('Salad', 10)]",517.0,-37.8016989,144.9790637,0,6.896,12.3053494
ORDA09241,2018-12-09,19:19:26,Dinner,BK,"[('Shrimp', 8), ('Salmon', 6), ('Pasta', 8), ('Fish&Chips', 9)]",1213.0,-37.8205844,144.9484461,0,9.234,18.8146194
ORDX08104,2018-08-11,15:16:03,Lunch,BK,"[('Burger', 6), ('Steak', 10), ('Chicken', 2)]",700.0,-37.8080981,144.9481678,0,8.404,17.5999649
ORDA09605,2018-08-13,15:26:11,Dinner,BK,"[('Steak', 9), ('Fries', 1), ('Burger', 10), ('Salad', 5), ('Chicken', 3)]",909.0,-37.8238586,144.9698923,0,8.033,14.0956754
ORDK09872,2018-06-01,12:54:05,Lunch,BK,"[('Steak', 10), ('Burger', 5), ('Salad', 1)]",622.2,144.987244,-37.8064405,0,5.742,12.0312055
ORDC08821,2018-05-25,12:43:56,Lunch,NS,"[('Chicken', 3), ('Burger', 2), ('Steak', 4)]",338.0,37.8254774,144.9569897,0,9.734,15.4127484
ORDK04966,2018-04-26,11:43:05,Breakfast,BK,"[('Pancake', 3), ('Coffee', 1), ('Eggs', 7)]",234.25,-37.8184535,144.9676462,0,7.509,12.0059644
ORDA02567,2018-09-25,16:47:19,Dinner,BK,"[('Pasta', 2), ('Shrimp', 3), ('Fish&Chips', 6)]",942.0,-37.8246293,144.9888236,0,6.569,13.8071877
ORDK03232,2018-10-23,17:48:10,Dinner,BK,"[('Pasta', 6), ('Fish&Chips', 8), ('Shrimp', 4), ('Salmon', 9)]",275.25,-37.8084681,144.947842,0,8.986,15.7053934
ORDZ02886,2018-03-05,10:01:41,Breakfast,NS,"[('Pancake', 4), ('Cereal', 4)]",181.0,-37.8154877,144.9604594,0,8.379,13.1213884
ORDX06039,2018-01-03,08:00:00,Breakfast,BK,"[('Coffee', 1), ('Pancake', 3), ('Cereal', 9), ('Eggs', 6)]",401.25,-37.8133999,144.9410188,1,9.597,7.2784245
ORDC00140,2018-02-08,09:10:59,Breakfast,NS,"[('Pancake', 6), ('Cereal', 1), ('Eggs', 1), ('Coffee', 1)]",196.0,-37.8216031,144.9808114,0,9.025,14.2030416
ORDI06223,2018-10-28,17:58:18,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 8), ('Salmon', 7)]",964.0,37.8098883,144.9477015,0,8.919,16.6253758
ORDX00959,2018-06-17,13:34:38,Lunch,BK,"[('Steak', 9), ('Fries', 1), ('Salad', 7)]",537.4,-37.800973,144.9643288,0,8.008,16.1376727
ORDC10672,2018-04-27,11:53:14,Breakfast,ns,"[('Eggs', 3), ('Pancake', 10), ('Cereal', 10)]",518.5,-37.7999791,144.9944009,0,8.463,13.303933
ORDK01727,2018-10-24,17:48:10,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 10), ('Salmon', 10), ('Shrimp', 1)]",841.5,-37.8202216,144.9668039,0,7.864,14.5617905
ORDY07308,2018-02-08,09:10:59,Breakfast,TP,"[('Eggs', 10), ('Salad', 6)]",346.0,-37.8167763,144.9505847,0,9.163,11.9261356
ORDC04983,2018-07-20,14:35:29,Lunch,NS,"[('Burger', 5), ('Coffee', 10), ('Chicken', 1), ('Steak', 6)]",577.0,-37.8161002,144.9528211,0,8.845,14.0064387
ORDC06467,2018-01-07,08:10:08,Breakfast,NS,"[('Cereal', 3), ('Eggs', 8), ('Coffee', 9)]",306.5,-37.8133096,144.937523,1,10.047,8.4485462
