order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDC10055,2018-01-14,08:20:16,Breakfast,NS,"[('Eggs', 6), ('Pancake', 2), ('Coffee', 9)]",248.0,-37.8109419,144.9391187,1,9.712,7.5775398
ORDY04254,2018-01-14,08:20:16,Breakfast,TP,"[('Cereal', 6), ('Eggs', 7)]",280.0,-37.8189405,144.9885743,1,9.51,7.1556628
ORDI04284,2018-12-09,19:19:26,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 4)]",390.0,-37.8008906,144.9194911,0,11.054,
ORDJ04499,2018-04-22,11:43:05,Breakfast,TP,"[('Coffee', 7), ('Eggs', 4), ('Cereal', 4)]",224.5,-37.8187852,144.9535325,0,8.491,12.5821612
ORDY01100,2018-06-28,13:54:55,Lunch,TP,"[('Burger', 9), ('Salad', 1)]",296.2,-37.8074198,144.9422886,0,10.136,12.8186099
ORDZ03229,2018-03-01,09:51:32,Breakfast,NS,"[('Coffee', 6), ('Eggs', 2)]",89.0,-37.815194,144.9750308,0,7.909,12.8444011
ORDC00035,2018-06-20,13:34:38,Lunch,NS,"[('Steak', 6), ('Fries', 4), ('Burger', 1)]",349.0,-37.8164447,144.9458051,0,9.286,14.5798263
ORDZ01817,2018-10-29,17:58:18,Dinner,,"[('Fish&Chips', 8), ('Salmon', 1), ('Shrimp', 4), ('Pasta', 9)]",784.5,-37.8211609,144.9672094,0,,14.6976241
ORDJ03586,2018-09-29,16:57:27,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 2)]",362.0,-37.8073472,144.9781648,0,9.507,15.5795568
ORDX07665,2018-01-20,08:30:25,Breakfast,BK,"[('Cereal', 6), ('Pancake', 9), ('Coffee', 3)]",366.75,-37.8049839,144.9762398,0,6.61,14.165062
ORDC04514,2018-01-12,08:20:16,Breakfast,NS,"[('Eggs', 5), ('Pancake', 5), ('Coffee', 6)]",276.25,-37.8072412,144.9574337,1,7.936,6.6093152
ORDX08644,2018-05-08,12:13:31,Lunch,BK,"[('Steak', 7), ('Burger', 6), ('Fries', 9), ('Chicken', 10), ('Salad', 4)]",997.8,-37.8009474,144.9699731,0,7.468,
ORDZ08985,2018-04-28,11:53:14,Breakfast,NS,"[('Cereal', 3), ('Pancake', 5), ('Coffee', 4)]",214.25,-37.8232442,144.9687669,0,9.012,15.6669842
ORDK01975,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 2), ('Pasta', 5)]",245.5,-37.8119833,144.9614346,0,7.773,14.4583054
ORDX10283,2018-01-20,08:30:25,Breakfast,BK,"[('Eggs', 2), ('Cereal', 8), ('Coffee', 9)]",279.5,-37.8007619,144.9728253,0,7.388,14.8654561
ORDA06395,2018-10-14,17:27:53,Dinner,BK,"[('Pasta', 8), ('Salmon', 6), ('Shrimp', 1)]",520.0,-37.8237138,144.9678611,0,8.174,17.7798108
ORDK07871,2018-01-04,08:00:00,Breakfast,BK,"[('Cereal', 4), ('Pancake', 1)]",108.25,-37.8007556,145.0186719,1,5.577,5.5893424
ORDK09442,2018-12-06,19:09:17,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 9)]",579.0,-37.8156092,144.9665347,0,7.525,13.96331
ORDI02908,2018-02-05,09:00:50,Breakfast,NS,"[('Coffee', 2), ('Pancake', 2), ('Eggs', 8)]",239.5,-37.8150976,144.9931531,0,9.46,
ORDB06684,2018-12-09,19:19:26,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 9), ('Shrimp', 9)]",965.0,-37.8118628,144.9383351,0,10.294,
ORDA02195,2018-01-24,08:40:33,Breakfast,BK,"[('Pancake', 10), ('Cereal', 3), ('Coffee', 9)]",373.0,-37.8071465,144.9336525,0,10.441,15.2721387
ORDI08036,2018-07-28,14:55:46,Lunch,NS,"[('Chicken', 4), ('Burger', 6), ('Steak', 7), ('Salad', 5), ('Fries', 10)]",835.0,-37.8224868,144.9555012,0,9.554,17.416473
ORDI01885,2018-01-06,08:10:08,Breakfast,NS,"[('Eggs', 1), ('Pancake', 3), ('Cereal', 7)]",241.75,-37.8049127,144.9537365,1,8.076,7.6735362
ORDI10961,2018-11-04,18:08:27,Dinner,,"[('Pasta', 10), ('Fish&Chips', 3), ('Salmon', 9)]",749.0,-37.8115423,144.9525382,0,,16.6460601
ORDX06386,2018-01-31,09:00:50,Breakfast,BK,"[('Coffee', 10), ('Eggs', 9), ('Cereal', 5), ('Pancake', 2)]",426.5,-37.8142786,144.9555048,0,8.309,13.4953315
ORDY02143,2018-01-20,08:30:25,Breakfast,,"[('Pancake', 5), ('Eggs', 3), ('Coffee', 10)]",262.25,-37.8049171,144.9755928,0,,13.9833439
ORDY01388,2018-12-03,19:09:17,Dinner,TP,"[('Fish&Chips', 8), ('Pasta', 4), ('Shrimp', 2), ('Salmon', 6)]",744.0,-37.8128293,145.0150085,0,12.63,16.2410623
ORDY08465,2018-04-08,11:12:40,Breakfast,TP,"[('Coffee', 2), ('Eggs', 6), ('Cereal', 6)]",273.0,-37.8173826,144.9672611,0,7.736,12.2744601
ORDZ00786,2018-09-15,16:27:02,Dinner,,"[('Salmon', 6), ('Shrimp', 5), ('Fish&Chips', 5), ('Pasta', 7)]",883.5,-37.8152264,144.9751988,0,,15.7004773
