order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA06042,2018-05-06,12:03:22,Lunch,BK,"[('Chicken', 8), ('Steak', 9), ('Fries', 6)]",733.0,-37.8081247,144.9344576,0,10.419,18.5295356
ORDC03983,2018-04-22,11:32:57,Breakfast,NS,"[('Eggs', 6), ('Pancake', 5), ('Cereal', 9), ('Coffee', 6)]",487.25,-37.8174248,144.9526301,0,9.05,16.043437
ORDK03987,2018-03-05,10:01:41,Breakfast,BK,"[('Pancake', 7), ('Cereal', 8), ('Eggs', 5), ('Coffee', 5)]",485.25,-37.7960038,144.9360765,0,10.388,14.6451075
ORDB02438,2018-12-10,19:19:26,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 7), ('Shrimp', 7)]",746.0,-37.8095512,144.9725868,0,9.117,13.4237428
ORDJ11071,2018-09-20,16:37:10,Dinner,TP,"[('Shrimp', 7), ('Pasta', 1), ('Salmon', 7), ('Fish&Chips', 2)]",762.5,-37.8009814,144.9575755,0,9.595,13.0129554
ORDZ06058,2018-07-23,14:45:38,Lunch,NS,"[('Fries', 7), ('Steak', 9), ('Salad', 10), ('Burger', 8), ('Chicken', 10)]",1229.0,-37.8239578,144.9826474,0,9.245,14.6447907
ORDZ08368,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 7), ('Fries', 10)]",240.4,-37.8001964,144.9338134,0,6.781,12.2344524
ORDC02266,2018-11-11,18:28:43,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 4), ('Shrimp', 3)]",712.0,-37.800774,144.964128,0,6.733,14.5310937
ORDK03586,2018-08-08,15:16:03,Lunch,BK,"[('Steak', 10), ('Burger', 8)]",698.0,-37.7995345,144.9630705,0,8.166,13.6903929
ORDB05719,2018-06-22,13:34:38,Lunch,TP,"[('Chicken', 3), ('Steak', 10), ('Salad', 3), ('Burger', 2)]",659.6,-37.8043742,145.0013652,0,11.756,14.9936247
ORDJ08005,2018-08-05,15:05:54,Lunch,TP,"[('Fries', 9), ('Steak', 10)]",558.0,-37.8130247,144.9521634,0,8.999,14.0230097
ORDI06204,2018-10-29,17:58:18,Dinner,NS,"[('Shrimp', 8), ('Salmon', 5)]",637.0,-37.8215904,144.9940303,0,9.869,15.3321957
ORDI05551,2018-04-18,11:32:57,Breakfast,NS,"[('Pancake', 8), ('Coffee', 8), ('Eggs', 1), ('Cereal', 3)]",339.0,-37.8131757,144.9739629,0,7.658,13.270806
