order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX00159,2018-11-22,18:49:00,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 3), ('Pasta', 10)]",790.0,-37.8111424,144.9731046,0,6.764,13.4096547
ORDY05568,2018-08-10,15:16:03,Lunch,TP,"[('Steak', 9), ('Chicken', 5), ('Fries', 8), ('Burger', 3), ('Salad', 9)]",908.8,-37.8173309,144.9522948,0,10.179,13.6095786
ORDJ06854,2018-04-17,11:32:57,Breakfast,TP,"[('Coffee', 4), ('Cereal', 3), ('Pancake', 10)]",335.5,-37.818243,144.9683745,1,7.952,10.4785847
ORDX04148,2018-09-08,16:16:54,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 9), ('Salmon', 3)]",440.5,-37.8157298,144.9380366,0,9.942,19.4260866
ORDK08139,2018-06-05,13:04:13,Lunch,ns,"[('Burger', 1), ('Chicken', 5)]",191.0,-37.8038926,145.0038247,0,5.25,11.0939173
ORDI08119,2018-09-27,16:57:27,Dinner,NS,"[('Pasta', 7), ('Shrimp', 6)]",516.5,-37.8002708,145.0182652,0,10.858,17.2251547
ORDB02281,2018-10-26,17:48:10,Dinner,TP,"[('Fish&Chips', 9), ('Shrimp', 1), ('Pasta', 4)]",479.0,-37.8104033,144.9608098,1,8.54,12.9049157
ORDX05779,2018-05-26,12:43:56,Dinner,BK,"[('Fries', 5), ('Chicken', 10), ('Salad', 9), ('Steak', 6), ('Burger', 4)]",928.8,-37.8247485,144.9491309,0,9.491,18.4355327
ORDZ07315,2018-07-07,14:05:04,Lunch,NS,"[('Burger', 10), ('Salad', 6), ('Steak', 10)]",863.2,-37.8186767,144.9630157,1,8.682,16.0454727
ORDY07016,2018-04-09,11:12:40,Breakfast,TP,"[('Eggs', 8), ('Pancake', 8)]",370.0,-37.8159335,144.9825903,0,9.141,11.9814718
ORDC06649,2018-11-24,18:49:00,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 4)]",630.4,-37.8132503,144.9397692,0,9.662,17.6774477
ORDB06361,2018-06-05,13:04:13,Lunch,bk,"[('Chicken', 9), ('Salad', 8), ('Steak', 6)]",695.6,-37.8243169,145.0120641,0,11.561,14.5144477
ORDB06792,2018-26-12,19:49:51,Dinner,TP,"[('Shrimp', 1), ('Salmon', 7), ('Pasta', 5), ('Fish&Chips', 3)]",583.5,-37.8133483,144.9719334,0,8.574,12.263332
ORDZ02923,2018-04-19,11:32:57,Breakfast,NS,"[('Pancake', 7), ('Eggs', 8), ('Cereal', 9)]",534.75,37.8132496,144.9737466,0,7.654,12.7067418
ORDY01493,2018-08-31,15:56:37,Lunch,TP,"[('Salad', 8), ('Chicken', 9), ('Burger', 7), ('Fries', 4)]",690.6,-37.8075697,144.9607225,0,8.833,12.2860335
ORDA08166,2018-06-22,13:44:47,Lunch,BK,"[('Steak', 8), ('Chicken', 3), ('Salad', 10), ('Fries', 4), ('Burger', 4)]",800.0,-37.8103201,145.0147918,0,4.175,9.8224959
ORDZ05642,03-03-2018,10:01:41,Breakfast,NS,"[('Coffee', 3), ('Pancake', 5), ('Eggs', 10), ('Cereal', 7)]",510.75,-37.8222824,145.0155699,0,11.724,18.6098096
ORDC02688,2018-03-13,10:21:58,Breakfast,NS,"[('Eggs', 3), ('Pancake', 2), ('Coffee', 9)]",182.0,-37.8136656,144.955769,1,8.4,13.9251422
ORDY04229,2018-06-17,13:34:38,Lunch,TP,"[('Steak', 7), ('Salad', 9), ('Fries', 7)]",553.8,-37.806196,144.9583042,0,9.069,13.9265367
ORDC06041,2018-08-18,15:36:20,Lunch,BK,"[('Burger', 6), ('Chicken', 1), ('Steak', 4), ('Fries', 3)]",434.0,-37.8129967,145.0105475,0,10.612,18.4350007
