order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI08763,2018-02-07,09:10:59,Breakfast,NS,"[('Pancake', 6), ('Cereal', 3)]",208.5,-37.8230778,144.9378628,0,10.704,15.5561191
ORDI07835,2018-11-16,18:28:43,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 9)]",479.0,-37.8121328,144.978011,0,7.951,13.8444119
ORDX10979,2018-07-04,14:05:04,Lunch,BK,"[('Burger', 10), ('Fries', 9), ('Steak', 4), ('Chicken', 3)]",694.0,-37.8041871,145.0022771,0,5.088,10.4464722
ORDY04165,2018-06-06,13:04:13,Lunch,TP,"[('Burger', 5), ('Chicken', 4)]",283.0,-37.802954,144.9359682,0,10.918,13.6151328
ORDJ01520,2018-03-20,10:32:06,Breakfast,TP,"[('Eggs', 10), ('Coffee', 2), ('Cereal', 2), ('Pancake', 4)]",374.0,-37.8100277,144.9585231,0,8.792,11.4736018
ORDY10413,2018-12-16,19:29:34,Dinner,TP,"[('Salmon', 4), ('Pasta', 10)]",439.0,-37.8243813,144.9443662,0,9.09,14.6644444
ORDX11077,2018-12-03,19:09:17,Dinner,BK,"[('Shrimp', 4), ('Salmon', 8), ('Fish&Chips', 7), ('Pasta', 10)]",1064.0,-37.8182748,144.9565053,0,8.477,15.3780724
ORDX02055,2018-01-26,08:50:42,Breakfast,BK,"[('Eggs', 3), ('Coffee', 8)]",126.0,-37.8117547,144.9361055,0,10.111,14.9556249
ORDA05969,2018-07-11,14:15:12,Lunch,BK,"[('Fries', 5), ('Salad', 5), ('Burger', 10), ('Steak', 1)]",501.0,-37.8167041,145.007284,0,3.997,8.9787783
ORDB06636,2018-02-21,09:41:24,Breakfast,TP,"[('Coffee', 10), ('Eggs', 10)]",295.0,-37.8073307,144.9094355,0,12.91,14.7812835
ORDB05784,2018-11-21,18:49:00,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 9)]",562.5,-37.8052692,144.9338246,0,10.886,14.4764419
ORDK04038,2018-06-20,13:34:38,Lunch,BK,"[('Chicken', 7), ('Salad', 2), ('Steak', 2), ('Fries', 3)]",384.4,-37.8043977,144.9492254,0,8.812,14.7189263
ORDX07589,2018-12-03,19:09:17,Dinner,BK,"[('Pasta', 4), ('Salmon', 10), ('Shrimp', 4)]",736.0,-37.8171956,145.0143755,0,4.602,11.0881725
ORDZ08933,2018-03-26,10:42:15,Breakfast,NS,"[('Eggs', 4), ('Pancake', 8), ('Cereal', 2)]",324.0,-37.8059168,144.9733743,0,6.855,12.0847561
ORDB00449,2018-06-07,13:14:21,Lunch,TP,"[('Chicken', 10), ('Salad', 10), ('Steak', 2), ('Fries', 5)]",642.0,-37.8061582,144.9516719,0,9.543,12.9371196
ORDY01514,2018-09-27,16:57:27,Dinner,TP,"[('Salmon', 10), ('Shrimp', 4), ('Fish&Chips', 1), ('Pasta', 3)]",743.5,-37.8009533,144.9429625,0,10.654,14.6198111
ORDI05055,2018-09-11,16:27:02,Dinner,NS,"[('Pasta', 1), ('Shrimp', 4)]",243.5,-37.81052,144.9754675,0,7.569,13.4870101
ORDK04202,2018-06-13,13:24:30,Lunch,BK,"[('Steak', 1), ('Burger', 4), ('Fries', 4), ('Salad', 3), ('Chicken', 4)]",396.6,-37.8271233,144.9851161,0,7.937,13.9697876
ORDZ03635,2018-09-04,16:06:45,Dinner,NS,"[('Pasta', 9), ('Shrimp', 10), ('Salmon', 4), ('Fish&Chips', 1)]",986.5,-37.8005656,144.9528142,0,7.833,13.3117919
ORDK06693,2018-02-12,09:21:07,Breakfast,BK,"[('Cereal', 10), ('Pancake', 9)]",428.25,-37.811054,144.9702495,0,6.97,11.5899596
ORDA07234,2018-04-18,11:32:57,Breakfast,BK,"[('Coffee', 7), ('Cereal', 1)]",73.5,-37.8108058,144.9767273,0,6.412,11.6676599
ORDI07168,2018-06-18,13:34:38,Lunch,NS,"[('Chicken', 7), ('Fries', 8)]",320.0,-37.8207113,145.0049497,0,10.748,16.3866859
ORDY01751,2018-05-07,12:13:31,Lunch,TP,"[('Burger', 7), ('Fries', 4), ('Steak', 1), ('Chicken', 7)]",534.0,-37.8042683,144.971431,0,9.847,13.1954843
ORDJ01596,2018-04-02,11:02:32,Breakfast,TP,"[('Pancake', 7), ('Coffee', 5), ('Eggs', 8), ('Cereal', 10)]",593.25,-37.8131494,144.9512706,0,9.086,11.5255229
ORDK07588,2018-07-13,14:25:21,Lunch,BK,"[('Fries', 5), ('Salad', 9), ('Burger', 2)]",276.8,-37.8165198,145.0049966,0,4.196,9.9470557
ORDB08379,2018-05-28,12:54:05,Lunch,TP,"[('Steak', 9), ('Burger', 3), ('Fries', 5), ('Chicken', 6), ('Salad', 7)]",870.4,-37.8088555,145.0100489,0,12.176,14.8990647
