order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ02946,2018-01-25,08:40:33,Breakfast,TP,"[('Pancake', 8), ('Eggs', 1)]",216.0,-37.8103683,144.9613031,0,8.488,11.4448573
ORDY06029,2018-10-09,17:17:44,Dinner,TP,"[('Pasta', 10), ('Salmon', 7), ('Shrimp', 1), ('Fish&Chips', 8)]",896.0,-37.8118785,144.9522368,0,9.082,13.0361819
ORDY01370,2018-05-04,12:03:22,Lunch,TP,"[('Burger', 8), ('Fries', 9), ('Steak', 3), ('Chicken', 9)]",779.0,-37.819279,144.9615442,0,7.643,11.1440375
ORDA04075,2018-04-10,11:12:40,Breakfast,BK,"[('Cereal', 9), ('Pancake', 8)]",383.0,-37.8101135,144.9049074,0,12.723,17.7218646
ORDX06413,2018-05-30,12:54:05,Lunch,BK,"[('Chicken', 4), ('Burger', 7)]",345.0,-37.8243566,144.9523426,0,9.108,
ORDJ07258,2018-08-31,15:56:37,Lunch,TP,"[('Burger', 7), ('Steak', 3), ('Salad', 8)]",489.6,-37.8048374,144.9578248,0,9.22,
ORDA08531,2018-11-27,18:59:09,Dinner,,"[('Shrimp', 3), ('Salmon', 9)]",531.0,-37.8158579,144.9823768,0,,12.8389165
ORDZ05448,2018-10-09,17:17:44,Dinner,,"[('Shrimp', 10), ('Salmon', 6), ('Fish&Chips', 5), ('Pasta', 10)]",1236.0,-37.8158525,144.9880066,0,8.997,15.0235734
ORDY04533,2018-01-10,08:10:08,Breakfast,,"[('Coffee', 10), ('Cereal', 7)]",222.0,-37.8003125,144.9519537,1,,6.1794514
ORDI06149,2018-05-14,12:23:39,Lunch,,"[('Salad', 6), ('Fries', 2)]",127.2,-37.7988456,144.9588918,0,7.264,13.1204364
ORDJ01712,2018-04-16,11:22:49,Breakfast,TP,"[('Cereal', 5), ('Pancake', 5), ('Eggs', 6)]",358.25,-37.8129068,144.9596814,0,8.475,10.393014
ORDZ03600,2018-11-10,18:18:35,Dinner,NS,"[('Salmon', 6), ('Shrimp', 9)]",732.0,-37.8171934,144.9567295,0,8.794,16.6202238
ORDZ02786,2018-09-26,16:47:19,Dinner,,"[('Shrimp', 1), ('Pasta', 3), ('Fish&Chips', 10)]",486.5,-37.8057941,144.9557662,0,,13.7393086
ORDB10041,2018-08-21,15:36:20,Lunch,,"[('Fries', 10), ('Chicken', 9)]",408.0,-37.8238562,144.9906269,0,9.464,13.1151115
ORDK11057,2018-12-20,19:39:43,Dinner,BK,"[('Shrimp', 9), ('Salmon', 8), ('Pasta', 4), ('Fish&Chips', 10)]",1274.0,-37.8211416,144.9551161,0,8.593,15.1067649
ORDB02727,2018-07-19,14:35:29,Lunch,TP,"[('Burger', 4), ('Fries', 7), ('Steak', 2), ('Salad', 1)]",315.2,-37.799995,144.9740232,0,10.175,
ORDA05533,2018-01-25,08:40:33,Breakfast,BK,"[('Cereal', 5), ('Eggs', 9), ('Coffee', 1)]",310.5,-37.8071322,144.9598125,0,7.729,12.9032327
ORDX10585,2018-01-02,08:00:00,Breakfast,BK,"[('Cereal', 6), ('Pancake', 7)]",295.75,-37.8128215,144.9431476,1,9.396,6.8043316
ORDY10669,2018-01-07,08:10:08,Breakfast,,"[('Cereal', 7), ('Pancake', 3)]",219.75,-37.812863,144.937464,1,,6.8848574
ORDA01082,2018-04-13,11:22:49,Breakfast,,"[('Coffee', 6), ('Cereal', 5)]",150.0,-37.802428,144.9459015,0,,13.9868962
ORDY02405,2018-02-13,09:21:07,Breakfast,TP,"[('Eggs', 4), ('Pancake', 10), ('Coffee', 4), ('Cereal', 8)]",528.5,-37.8077748,144.9821599,0,9.797,12.7871334
ORDX01012,2018-10-07,17:17:44,Dinner,BK,"[('Pasta', 1), ('Shrimp', 10), ('Salmon', 9), ('Fish&Chips', 9)]",1251.5,-37.8021162,144.9662039,0,7.631,17.2223902
ORDA01199,2018-03-27,10:42:15,Breakfast,BK,"[('Eggs', 8), ('Pancake', 10), ('Coffee', 3)]",441.0,-37.8205987,144.9680563,0,7.764,12.389302
ORDB03302,2018-02-20,09:31:16,Breakfast,TP,"[('Pancake', 4), ('Cereal', 1), ('Eggs', 5)]",228.0,-37.802431,144.9544456,0,9.674,12.3861751
ORDJ02767,2018-11-11,18:28:43,Dinner,,"[('Pasta', 3), ('Salmon', 5)]",287.5,-37.8104105,144.9807454,0,,15.2884545
ORDA05293,2018-08-12,15:16:03,Lunch,BK,"[('Fries', 6), ('Steak', 7), ('Salad', 2), ('Chicken', 1)]",453.4,-37.8093201,144.9885661,0,5.158,12.5675106
ORDC10681,2018-01-11,08:20:16,Breakfast,NS,"[('Coffee', 7), ('Cereal', 7), ('Eggs', 7), ('Pancake', 8)]",547.5,-37.807285,144.9570447,1,8.122,
ORDI06507,2018-10-08,17:17:44,Dinner,NS,"[('Fish&Chips', 10), ('Shrimp', 1)]",404.0,-37.8156977,144.9582655,0,8.526,14.7316989
ORDZ01268,2018-11-13,18:28:43,Dinner,NS,"[('Shrimp', 3), ('Salmon', 5), ('Pasta', 2)]",422.0,-37.821416,144.9444561,0,10.054,16.4519292
ORDB02659,2018-09-10,16:16:54,Dinner,TP,"[('Shrimp', 10), ('Salmon', 9), ('Pasta', 3), ('Fish&Chips', 7)]",1236.5,-37.8162093,144.9640567,0,7.783,12.2552629
ORDA09482,2018-05-24,12:43:56,Lunch,,"[('Burger', 9), ('Chicken', 7), ('Steak', 5), ('Fries', 4), ('Salad', 6)]",879.2,-37.8253492,144.95335,0,,15.1905035
ORDI07509,2018-10-23,17:48:10,Dinner,NS,"[('Pasta', 6), ('Salmon', 5), ('Fish&Chips', 6)]",580.0,-37.8201226,144.9669896,0,8.759,14.9755073
ORDB02497,2018-03-10,10:11:49,Breakfast,TP,"[('Pancake', 1), ('Cereal', 10)]",234.25,-37.8269597,145.0130547,0,11.411,14.9138756
ORDZ04691,2018-03-01,09:51:32,Breakfast,NS,"[('Coffee', 10), ('Cereal', 3), ('Eggs', 2)]",182.0,-37.8232309,144.9378076,0,10.722,15.4178148
ORDB09841,2018-09-19,16:37:10,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 10), ('Pasta', 10), ('Shrimp', 2)]",828.0,-37.8223915,144.9525534,0,8.504,12.9838014
ORDX00081,2018-09-28,16:57:27,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 5)]",240.0,-37.8077373,144.9477838,0,8.926,16.0876165
ORDX01063,2018-10-05,17:07:36,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 5)]",380.0,-37.8084946,144.9574687,0,8.024,14.567855
ORDI09817,2018-02-03,09:00:50,Breakfast,,"[('Coffee', 7), ('Pancake', 5), ('Cereal', 3), ('Eggs', 1)]",258.75,-37.8109999,144.9912035,0,8.807,15.8378078
ORDK01123,2018-09-29,16:57:27,Dinner,BK,"[('Shrimp', 7), ('Pasta', 6)]",543.0,-37.8019774,144.9527304,0,8.625,18.396997
ORDA00327,2018-12-08,19:19:26,Dinner,BK,"[('Pasta', 1), ('Salmon', 7), ('Shrimp', 2), ('Fish&Chips', 8)]",702.5,-37.8053548,144.9736275,0,6.766,15.5776794
ORDJ03253,2018-07-01,13:54:55,Lunch,TP,"[('Steak', 5), ('Chicken', 2), ('Burger', 4), ('Salad', 4)]",481.8,-37.8115673,144.9648796,0,8.427,13.1323429
ORDX00176,2018-06-20,13:34:38,Lunch,,"[('Burger', 5), ('Steak', 6), ('Fries', 5)]",485.0,-37.8002472,144.9293855,0,11.081,17.085167
ORDZ02506,2018-08-11,15:16:03,Lunch,,"[('Burger', 4), ('Fries', 8), ('Chicken', 8), ('Steak', 8)]",836.0,-37.8058242,144.9366869,0,,17.7824549
ORDX00882,2018-01-29,08:50:42,Breakfast,BK,"[('Cereal', 6), ('Eggs', 4), ('Pancake', 9)]",432.25,-37.8240231,144.9330111,0,10.869,15.96333
ORDA08530,2018-02-10,09:21:07,Breakfast,BK,"[('Coffee', 6), ('Pancake', 2), ('Eggs', 5), ('Cereal', 8)]",371.5,-37.8088679,144.9664654,0,7.139,14.4179949
ORDJ03159,2018-02-26,09:51:32,Breakfast,TP,"[('Eggs', 1), ('Pancake', 1)]",46.25,-37.8236638,144.9675483,0,7.861,11.2700031
ORDB07781,2018-12-10,19:19:26,Dinner,TP,"[('Shrimp', 7), ('Pasta', 4), ('Fish&Chips', 6)]",698.0,-37.8122103,144.9375505,0,10.755,14.8940621
ORDA10217,2018-07-11,14:15:12,Lunch,,"[('Chicken', 4), ('Salad', 5), ('Fries', 8), ('Burger', 1), ('Steak', 4)]",521.0,-37.8167041,145.007284,0,3.997,8.9135342
ORDC09492,2018-07-01,13:54:55,Lunch,NS,"[('Fries', 5), ('Steak', 5)]",285.0,-37.8114702,144.9648342,0,7.601,15.0646889
ORDZ10894,2018-09-12,16:27:02,Dinner,NS,"[('Fish&Chips', 9), ('Shrimp', 4), ('Salmon', 8)]",859.0,-37.8230078,144.9652809,0,9.168,14.9906006
ORDJ06187,2018-11-30,18:59:09,Dinner,TP,"[('Pasta', 5), ('Salmon', 5), ('Shrimp', 1), ('Fish&Chips', 3)]",501.5,-37.8350425,144.9615386,0,9.229,13.0268461
ORDZ02484,2018-08-26,15:46:28,Lunch,NS,"[('Burger', 8), ('Steak', 2), ('Chicken', 7), ('Fries', 10), ('Salad', 8)]",819.6,-37.8134973,144.937773,0,10.163,17.8049252
ORDK01827,2018-05-24,12:43:56,Lunch,,"[('Steak', 9), ('Salad', 3), ('Chicken', 5), ('Burger', 4)]",740.6,-37.8224409,144.979516,0,,13.2750717
ORDI06854,2018-01-05,08:00:00,Breakfast,,"[('Coffee', 9), ('Cereal', 2)]",109.5,-37.8135412,144.9426636,1,9.583,7.706772
ORDX07352,2018-09-14,16:27:02,Dinner,BK,"[('Shrimp', 1), ('Pasta', 10)]",329.0,-37.8128618,144.9598184,0,7.885,15.3166927
ORDX06266,2018-08-17,15:36:20,Lunch,BK,"[('Steak', 7), ('Salad', 8), ('Fries', 7), ('Burger', 6)]",722.6,-37.8173782,144.95609,0,8.476,14.5286152
ORDZ08350,2018-10-11,17:17:44,Dinner,NS,"[('Pasta', 6), ('Salmon', 9)]",534.0,-37.8116461,144.9317775,0,9.826,
ORDK00374,2018-07-29,14:55:46,Lunch,BK,"[('Chicken', 5), ('Steak', 2), ('Burger', 6)]",436.0,-37.8115874,144.9648105,0,7.424,15.7873281
ORDX02232,2018-09-15,16:27:02,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 7)]",518.0,-37.8097992,144.9918955,0,4.857,14.1923664
ORDK02493,2018-07-07,14:15:12,Lunch,BK,"[('Fries', 10), ('Burger', 10), ('Chicken', 5), ('Salad', 1)]",607.2,-37.81863,145.0160648,0,5.378,13.9495168
ORDJ09183,2018-11-09,18:18:35,Dinner,TP,"[('Pasta', 6), ('Shrimp', 7), ('Fish&Chips', 2), ('Salmon', 1)]",654.0,-37.815276,144.9617539,0,8.1,
ORDA01017,2018-10-10,17:17:44,Dinner,BK,"[('Salmon', 6), ('Fish&Chips', 7)]",491.0,-37.8125065,144.9532631,0,8.489,16.0609011
ORDX08584,2018-08-10,15:16:03,Lunch,BK,"[('Steak', 4), ('Fries', 4), ('Burger', 4)]",352.0,-37.8177898,144.952388,0,10.002,16.3747602
ORDK07373,2018-08-25,15:46:28,Lunch,BK,"[('Steak', 3), ('Salad', 2)]",169.4,-37.81457,144.9625765,0,7.908,16.4756564
ORDA02555,2018-11-28,18:59:09,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 1), ('Shrimp', 9)]",796.0,-37.8079244,144.942819,0,9.539,16.6666681
ORDA02180,2018-12-26,20:00:00,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 6)]",292.5,-37.8117176,144.9563909,0,8.086,15.0605213
ORDY05032,2018-07-21,14:35:29,Lunch,TP,"[('Salad', 6), ('Burger', 4), ('Steak', 1), ('Fries', 1)]",284.2,-37.8084564,144.9382217,0,10.392,14.9483103
ORDZ04991,2018-06-10,13:14:21,Lunch,NS,"[('Fries', 4), ('Burger', 4)]",172.0,-37.8144423,144.9474527,0,8.969,16.4030973
ORDA01064,2018-10-27,17:58:18,Dinner,BK,"[('Shrimp', 2), ('Pasta', 3), ('Salmon', 4)]",354.5,-37.8151625,144.9545623,0,8.526,17.933077
ORDZ04025,2018-06-11,13:14:21,Lunch,NS,"[('Burger', 6), ('Steak', 5), ('Fries', 6), ('Chicken', 5)]",643.0,-37.8240328,144.9439381,0,10.558,16.1441138
ORDY04425,2018-05-19,12:33:48,Lunch,TP,"[('Chicken', 5), ('Steak', 7)]",475.0,-37.8094815,145.0100269,0,12.256,16.2507623
ORDB05412,2018-04-22,11:32:57,Breakfast,TP,"[('Cereal', 10), ('Pancake', 10), ('Eggs', 5)]",562.5,-37.8190176,144.9522974,0,8.615,
ORDB00270,2018-11-21,18:49:00,Dinner,,"[('Pasta', 5), ('Fish&Chips', 6), ('Salmon', 3)]",470.5,-37.8028785,144.929662,0,11.397,15.3876081
