order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDC02558,2018-06-29,13:54:55,Lunch,NS,"[('Chicken', 1), ('Salad', 2)]",66.4,-37.8169902,144.9617896,0,8.507,13.6375033
ORDC10052,2018-01-02,08:00:00,Breakfast,NS,"[('Pancake', 10), ('Eggs', 2), ('Cereal', 3)]",349.5,-37.8203031,144.9465123,1,9.782,7.1318121
ORDK07833,2018-04-21,11:32:57,Breakfast,BK,"[('Eggs', 6), ('Pancake', 7), ('Cereal', 8), ('Coffee', 1)]",477.25,-37.8188198,144.9533123,0,8.8,16.2503633
ORDJ04733,2018-03-15,10:21:58,Breakfast,TP,"[('Eggs', 10), ('Cereal', 2), ('Coffee', 6), ('Pancake', 5)]",428.25,-37.8034982,144.9486654,0,10.008,12.6755268
ORDZ06824,2018-08-23,15:46:28,Lunch,NS,"[('Fries', 3), ('Burger', 2)]",98.0,-37.8018004,144.9635544,0,6.856,12.375142
ORDB09579,2018-12-20,19:39:43,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 5), ('Salmon', 3), ('Pasta', 4)]",516.0,-37.8132275,144.9334583,0,11.328,15.324625
ORDY05988,2018-10-15,17:27:53,Dinner,TP,"[('Pasta', 5), ('Fish&Chips', 7), ('Salmon', 3), ('Shrimp', 2)]",613.5,-37.8252881,144.9945237,0,9.729,14.1127636
ORDZ04729,2018-11-06,18:18:35,Dinner,NS,"[('Shrimp', 1), ('Pasta', 10), ('Fish&Chips', 3), ('Salmon', 2)]",516.0,-37.8151864,144.9637397,0,8.142,13.9132958
ORDA10254,2018-09-04,16:06:45,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 1), ('Shrimp', 7), ('Pasta', 6)]",794.0,-37.8007248,144.9511147,0,8.868,16.046113
ORDZ01231,2018-12-28,20:00:00,Dinner,NS,"[('Shrimp', 10), ('Pasta', 2), ('Salmon', 3)]",718.0,-37.8047445,144.9837319,0,7.752,13.6568526
ORDZ02485,2018-12-20,19:39:43,Dinner,NS,"[('Salmon', 7), ('Shrimp', 2), ('Fish&Chips', 1)]",430.0,-37.8094403,144.9491969,0,8.747,14.2145993
ORDC10633,2018-02-10,09:10:59,Breakfast,NS,"[('Eggs', 6), ('Cereal', 1)]",153.0,-37.8090317,144.9662126,0,7.207,14.3383191
ORDZ09461,2018-08-12,15:26:11,Lunch,NS,"[('Fries', 9), ('Steak', 2), ('Chicken', 3)]",294.0,-37.8157318,144.9897365,0,9.123,16.4676351
ORDY05321,2018-10-02,17:07:36,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 7), ('Pasta', 5)]",760.5,-37.8189,144.9538423,0,8.457,12.863584
ORDC06522,2018-08-02,15:05:54,Lunch,NS,"[('Fries', 5), ('Burger', 3)]",153.0,-37.8001778,144.9816496,0,7.207,12.590205
ORDX05094,2018-08-30,15:56:37,Lunch,BK,"[('Fries', 8), ('Salad', 10), ('Steak', 6)]",538.0,-37.8079071,144.973469,0,6.502,12.3443578
ORDJ00730,2018-06-06,13:04:13,Lunch,TP,"[('Fries', 1), ('Chicken', 4)]",140.0,-37.8032852,144.9491709,0,9.957,13.133105
ORDX05189,2018-05-23,12:43:56,Lunch,BK,"[('Steak', 7), ('Salad', 1), ('Fries', 4)]",380.2,-37.8144916,144.9837638,0,6.043,11.7427237
ORDZ10751,2018-09-30,16:57:27,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 10)]",380.0,-37.8165975,144.9374932,0,9.991,17.9416383
ORDZ10791,2018-02-07,09:10:59,Breakfast,NS,"[('Eggs', 1), ('Cereal', 9)]",211.0,-37.8182748,144.9755146,0,8.259,12.7702665
ORDX10240,2018-01-16,08:30:25,Breakfast,BK,"[('Eggs', 7), ('Cereal', 3), ('Coffee', 2), ('Pancake', 2)]",280.5,-37.8117253,144.9453555,1,9.345,7.5115525
ORDC01045,2018-01-08,08:10:08,Breakfast,NS,"[('Cereal', 8), ('Eggs', 4), ('Pancake', 4), ('Coffee', 1)]",360.5,-37.8115528,144.9702217,1,7.36,6.5591268
ORDZ08906,2018-06-10,13:14:21,Lunch,NS,"[('Fries', 10), ('Steak', 7), ('Salad', 2)]",469.4,-37.8150193,144.9451592,0,9.171,16.427138
ORDX05820,2018-03-05,10:01:41,Breakfast,BK,"[('Pancake', 8), ('Cereal', 5)]",299.0,-37.802148,144.9850819,0,6.181,11.1560244
ORDC05736,2018-09-24,16:47:19,Dinner,NS,"[('Salmon', 3), ('Shrimp', 2)]",231.0,-37.8019975,144.9638804,0,6.86,12.8548513
ORDJ03656,2018-10-14,17:27:53,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 5)]",242.5,-37.8058725,144.9557611,0,9.304,14.9272385
